"Name","Source","Page","Level","Casting Time","Duration","School","Range","Components","Classes","Optional/Variant Classes","Subclasses","Text","At Higher Levels"
"Catnap","XGE","151","3rd","Action","10 minutes","Enchantment","30 feet","S, M (a pinch of sand)","","Artificer (TCE), Artificer (EFA), Bard (PHB'14), Bard (PHB'24), Sorcerer (PHB'14), Sorcerer (PHB'24), Wizard (PHB'14), Wizard (PHB'24)","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You make a calming gesture, and up to three willing creatures of your choice that you can see within range fall unconscious for the spell's duration. The spell ends on a target early if it takes damage or someone uses an action to shake or slap it awake. If a target remains unconscious for the full duration, that target gains the benefit of a short rest, and it can't be affected by this spell again until it finishes a long rest.","At Higher Levels. When you cast this spell using a spell slot of 4th level or higher, you can target one additional willing creature for each slot level above 3rd."
"Chain Lightning","PHB'24","249","6th","Action","Instantaneous","Evocation","150 feet","V, S, M (three silver pins)","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Evoker (PHB'24) Wizard","You launch a lightning bolt toward a target you can see within range. Three bolts then leap from that target to as many as three other targets of your choice, each of which must be within 30 feet of the first target. A target can be a creature or an object and can be targeted by only one of the bolts.

Each target makes a Dexterity saving throw, taking 10d8 Lightning damage on a failed save or half as much damage on a successful one.","Using a Higher-Level Spell Slot. One additional bolt leaps from the first target to another target for each spell slot level above 6."
"Chant of Thoth","CBT","0","Cantrip","1 Min.","8 hours","Divination","Self","V","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","The first time you fail an Intelligence check during the spell's duration, you may automatically succeed on the check if the DC is less than your spell save DC. Otherwise, you gain a +2 bonus to that check. Once you use this benefit, you cannot use it again until you finish a Short Rest.",""
"Chaos Bolt","XGE","151","1st","Action","Instantaneous","Evocation","120 feet","V, S","","Sorcerer (PHB'14), Sorcerer (PHB'24)","","You hurl an undulating, warbling mass of chaotic energy at one creature in range. Make a ranged spell attack against the target. On a hit, the target takes 2d8 + 1d6 damage. Choose one of the d8s. The number rolled on that die determines the attack's damage type, as shown below.

Chaos Boltd8Damage Type1Acid2Cold3Fire4Force5Lightning6Poison7Psychic8ThunderIf you roll the same number on both d8s, the chaotic energy leaps from the target to a different creature of your choice within 30 feet of it. Make a new attack roll against the new target, and make a new damage roll, which could cause the chaotic energy to leap again.

A creature can be targeted only once by each casting of this spell.","At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, each target takes 1d6 extra damage of the type rolled for each slot level above 1st."
"Charm Monster","PHB'24","249","4th","Action","1 hour","Enchantment","30 feet","V, S","Bard (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Draconic (PHB'24) Sorcerer, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter","One creature you can see within range makes a Wisdom saving throw. It does so with Advantage if you or your allies are fighting it. On a failed save, the target has the Charmed condition until the spell ends or until you or your allies damage it. The Charmed creature is Friendly to you. When the spell ends, the target knows it was Charmed by you.","Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4."
"Charm Person","PHB'24","249","1st","Action","1 hour","Enchantment","30 feet","V, S","Bard (PHB'24), Druid (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Glamour (PHB'24) Bard, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Fey Wanderer (PHB'24) Ranger, Fey Wanderer (TCE) Ranger, Trickery (PHB'24) Cleric, Trickery (PHB'14) Cleric","One Humanoid you can see within range makes a Wisdom saving throw. It does so with Advantage if you or your allies are fighting it. On a failed save, the target has the Charmed condition until the spell ends or until you or your allies damage it. The Charmed creature is Friendly to you. When the spell ends, the target knows it was Charmed by you.","Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1."
"Chill Touch","PHB'24","249","Cantrip","Action","Instantaneous","Necromancy","Touch","V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric, Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Spores (TCE) Druid, Spores (TCE) Druid, Lore (PHB'24) Bard, Death (DMG'14) Cleric, Death (DMG'14) Cleric, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Harvest (Reaping) (TCM'24) Cleric, Harvest (Reaping) (TCM'14) Cleric, Harvest (Reaping) (TCM'14) Cleric, Scion of the Three (FRHoF) Rogue","Channeling the chill of the grave, make a melee spell attack against a target within reach. On a hit, the target takes 1d10 Necrotic damage, and it can't regain Hit Points until the end of your next turn.","Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10)."
"Chorus of the Lost","TCM'24","126","2nd","Action","Concentration, up to 1 minute","Necromancy","60 feet","V, S, M (a silver bell worth 10+ GP)","Bard (PHB'24), Cleric (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","You summon the eerie song and wailing of lost souls from a point you can see within range. Each creature in a 15-foot-radius Sphere centered there must make a Wisdom saving throw. On a failed save, the target takes 2d6 Psychic damage, and it has the Frightened condition for the duration. On a successful save, it takes half as much damage, and it has the Frightened condition until the end of its next turn. A Frightened target repeats the save at the end of each of its turns, ending the spell on itself on a success.","Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 2."
"Chromatic Orb","PHB'24","249","1st","Action","Instantaneous","Evocation","90 feet","V, S, M (a diamond worth 50+ GP)","Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Draconic (PHB'24) Sorcerer, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Evoker (PHB'24) Wizard, Noble Genies (FRHoF) Paladin","You hurl an orb of energy at a target within range. Choose Acid, Cold, Fire, Lightning, Poison, or Thunder for the type of orb you create, and then make a ranged spell attack against the target. On a hit, the target takes 3d8 damage of the chosen type.

If you roll the same number on two or more of the d8s, the orb leaps to a different target of your choice within 30 feet of the target. Make an attack roll against the new target, and make a new damage roll. The orb can't leap again unless you cast the spell with a level 2+ spell slot.","Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1. The orb can leap a maximum number of times equal to the level of the slot expended, and a creature can be targeted only once by each casting of this spell."
"Circle of Death","PHB'24","250","6th","Action","Instantaneous","Necromancy","150 feet","V, S, M (the powder of a crushed black pearl worth 500+ GP)","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcana (SCAG) Cleric, Arcana (SCAG) Cleric","Negative energy ripples out in a 60-foot-radius Sphere from a point you choose within range. Each creature in that area makes a Constitution saving throw, taking 8d8 Necrotic damage on a failed save or half as much damage on a successful one.","Using a Higher-Level Spell Slot. The damage increases by 2d8 for each spell slot level above 6."
"Clairvoyance","PHB'24","250","3rd","10 Min.","Concentration, up to 10 minutes","Divination","1 mile","V, S, M (a focus worth 100+ GP, either a jeweled horn for hearing or a glass eye for seeing)","Bard (PHB'24), Cleric (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'14) Rogue, Arcane Trickster (PHB'24) Rogue, Cartographer (EFA) Artificer, Lore (PHB'24) Bard, Divine Soul (XGE) Sorcerer, Divine Soul (XGE) Sorcerer, Diviner (PHB'24) Wizard, Eldritch Knight (PHB'14) Fighter, Eldritch Knight (PHB'24) Fighter, Great Old One (PHB'24) Warlock, Ancestral Guardian (XGE) Barbarian, Ancestral Guardian (XGE) Barbarian, Great Old One (PHB'14) Warlock","You create an Invisible sensor within range in a location familiar to you (a place you have visited or seen before) or in an obvious location that is unfamiliar to you (such as behind a door, around a corner, or in a grove of trees). The intangible, invulnerable sensor remains in place for the duration.

When you cast the spell, choose seeing or hearing. You can use the chosen sense through the sensor as if you were in its space. As a Bonus Action, you can switch between seeing and hearing.

A creature that sees the sensor (such as a creature benefiting from See Invisibility or Truesight) sees a luminous orb about the size of your fist.",""
"Cloud of Daggers","PHB'24","251","2nd","Action","Concentration, up to 1 minute","Conjuration","60 feet","V, S, M (a sliver of glass)","Bard (PHB'24), Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter","You conjure spinning daggers in a 5-foot Cube centered on a point within range. Each creature in that area takes 4d4 Slashing damage. A creature also takes this damage if it enters the Cube or ends its turn there or if the Cube moves into its space. A creature takes this damage only once per turn.

On your later turns, you can take a Magic action to teleport the Cube up to 30 feet.","Using a Higher-Level Spell Slot. The damage increases by 2d4 for each spell slot level above 2."
"Cloudkill","PHB'24","251","5th","Action","Concentration, up to 10 minutes","Conjuration","120 feet","V, S","Sorcerer (PHB'24), Wizard (PHB'24)","","Alchemist (TCE) Artificer, Alchemist (EFA) Artificer, Spores (TCE) Druid, Spores (TCE) Druid, Land (Underdark) (PHB'14) Druid, Death (DMG'14) Cleric, Death (DMG'14) Cleric, Conquest (XGE) Paladin, Conquest (XGE) Paladin, Undead (VRGR) Warlock, Undead (RHW) Warlock","You create a 20-foot-radius Sphere of yellow-green fog centered on a point within range. The fog lasts for the duration or until strong wind (such as the one created by Gust of Wind) disperses it, ending the spell. Its area is Heavily Obscured.

Each creature in the Sphere makes a Constitution saving throw, taking 5d8 Poison damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn.

The Sphere moves 10 feet away from you at the start of each of your turns.","Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5."
"Clutch of Darkness","CBT","0","2nd","Bonus","Concentration, up to 1 minute","Conjuration","120 feet","V, S","Sorcerer (PHB'24), Warlock (PHB'24), Wizard (PHB'24)","","","You create a terrible force that slowly crushes the target from the inside. Choose a creature that you can see within range and roll 2d6 and record the total rolled. At the start of each of your turns, roll another 2d6 and add the number rolled to the total.

If the total is greater than the target's Strength, it has Disadvantage on Strength-based attacks.

If the total is greater than the target's Dexterity, its Speed is halved and attack rolls against it have Advantage.

If the total is greater than its current Hit Points, the target immediately implodes and dies.",""
"Color Spray","PHB'24","251","1st","Action","Instantaneous","Illusion","Self","V, S, M (a pinch of colorful sand)","Bard (PHB'24), Sorcerer (PHB'24), Wizard (PHB'24)","","Arcane Trickster (PHB'24) Rogue, Arcane Trickster (PHB'14) Rogue, Lore (PHB'24) Bard, Eldritch Knight (PHB'24) Fighter, Eldritch Knight (PHB'14) Fighter, Illusionist (PHB'24) Wizard, Lunar (DSotDQ) Sorcerer, Lunar (DSotDQ) Sorcerer","You launch a dazzling array of flashing, colorful light. Each creature in a 15-foot Cone originating from you must succeed on a Constitution saving throw or have the Blinded condition until the end of your next turn.",""
